Ore Name,ItemStack,Item ID,Display Name,Wildcard
foodPorklettucewrap,1xitem.porklettucewrapItem@0,harvestcraft:porklettucewrapItem,Pork Lettuce Wrap,false
foodPorksausage,1xitem.porksausageItem@0,harvestcraft:porksausageItem,Pork Sausage,false
foodPotatoandcheesepirogi,1xitem.potatoandcheesepirogiItem@0,harvestcraft:potatoandcheesepirogiItem,Potato and Cheese Pirogi,false
foodPotatocakes,1xitem.potatocakesItem@0,harvestcraft:potatocakesItem,Potato Cakes,false
foodPotatosalad,1xitem.potatosaladItem@0,harvestcraft:potatosaladItem,Potato Salad,false
foodPotatosoup,1xitem.potatosoupItem@0,harvestcraft:potatosoupItem,Potato Soup,false
foodPotroast,1xitem.potroastItem@0,harvestcraft:potroastItem,Pot Roast,false
foodPowdereddonut,1xitem.powdereddonutItem@0,harvestcraft:powdereddonutItem,Powdered Donut,false
foodPralines,1xitem.pralinesItem@0,harvestcraft:pralinesItem,Pralines,false
foodPumpkinbread,1xitem.pumpkinbreadItem@0,harvestcraft:pumpkinbreadItem,Pumpkin Bread,false
foodPumpkinoatscones,1xitem.pumpkinoatsconesItem@0,harvestcraft:pumpkinoatsconesItem,Pumpkin Oat Scones,false
foodPumpkinsoup,1xitem.pumpkinsoupItem@0,harvestcraft:pumpkinsoupItem,Pumpkin Soup,false
foodPumpkinyogurt,1xitem.pumpkinyogurtItem@0,harvestcraft:pumpkinyogurtItem,Pumpkin Yogurt,false
foodRainbowcurry,1xitem.rainbowcurryItem@0,harvestcraft:rainbowcurryItem,Rainbow Curry,false
foodRaisincookies,1xitem.raisincookiesItem@0,harvestcraft:raisincookiesItem,Raisin Cookies,false
foodRaisins,1xitem.raisinsItem@0,harvestcraft:raisinsItem,Raisins,false
foodRaspberryicedtea,1xitem.raspberryicedteaItem@0,harvestcraft:raspberryicedteaItem,Raspberry Iced Tea,false
foodRaspberryjelly,1xitem.raspberryjellyItem@0,harvestcraft:raspberryjellyItem,Raspberry Jelly,false
foodRaspberryjellysandwich,1xitem.raspberryjellysandwichItem@0,harvestcraft:raspberryjellysandwichItem,Raspberry Jelly Sandwich,false
foodRaspberryjuice,1xitem.raspberryjuiceItem@0,harvestcraft:raspberryjuiceItem,Raspberry Juice,false
foodRaspberrypie,1xitem.raspberrypieItem@0,harvestcraft:raspberrypieItem,Raspberry Pie,false
foodRaspberrysmoothie,1xitem.raspberrysmoothieItem@0,harvestcraft:raspberrysmoothieItem,Raspberry Smoothie,false
foodRaspberrytrifle,1xitem.raspberrytrifleItem@0,harvestcraft:raspberrytrifleItem,Raspberry Trifle,false
foodRaspberryyogurt,1xitem.raspberryyogurtItem@0,harvestcraft:raspberryyogurtItem,Raspberry Yogurt,false
foodRedvelvetcake,1xitem.redvelvetcakeItem@0,harvestcraft:redvelvetcakeItem,Red Velvet Cake,false
foodRefriedbeans,1xitem.refriedbeansItem@0,harvestcraft:refriedbeansItem,Refried Beans,false
foodRicecake,1xitem.ricecakeItem@0,harvestcraft:ricecakeItem,Rice Cake,false
foodRicesoup,1xitem.ricesoupItem@0,harvestcraft:ricesoupItem,Rice Soup,false
foodRoastedchestnut,1xitem.roastedchestnutItem@0,harvestcraft:roastedchestnutItem,Roasted Chestnut,false
foodRoastedpumpkinseeds,1xitem.roastedpumpkinseedsItem@0,harvestcraft:roastedpumpkinseedsItem,Roasted Pumpkin Seeds,false
foodRoastedrootveggiemedley,1xitem.roastedrootveggiemedleyItem@0,harvestcraft:roastedrootveggiemedleyItem,Roasted Root Veggie Medley,false
foodRootbeersoda,1xitem.rootbeersodaItem@0,harvestcraft:rootbeersodaItem,Root Beer,false
foodSaladdressing,1xitem.saladdressingItem@0,harvestcraft:saladdressingItem,Salad Dressing,false
foodSalt,1xitem.saltItem@0,harvestcraft:saltItem,Salt,false
foodSalt,1xitem.item.powder@5,RotaryCraft:rotarycraft_item_powders,Salt,false
foodSaltedsunflowerseeds,1xitem.saltedsunflowerseedsItem@0,harvestcraft:saltedsunflowerseedsItem,Salted Sunflower Seeds,false
foodSausageinbread,1xitem.sausageinbreadItem@0,harvestcraft:sausageinbreadItem,Sauage in Bread,false
foodScallionbakedpotato,1xitem.scallionbakedpotatoItem@0,harvestcraft:scallionbakedpotatoItem,Scallion Baked Potato,false
foodScallopcooked,1xitem.scallopcookedItem@0,harvestcraft:scallopcookedItem,Cooked Scallop,false
foodScallopraw,1xitem.scalloprawItem@0,harvestcraft:scalloprawItem,Raw Scallop,false
foodScrambledegg,1xitem.scrambledeggItem@0,harvestcraft:scrambledeggItem,Scrambled Egg,false
foodSeedsoup,1xitem.seedsoupItem@0,harvestcraft:seedsoupItem,Seed Soup,false
foodShepardspie,1xitem.shepardspieItem@0,harvestcraft:shepardspieItem,Shepard's Pie,false
foodShrimpcooked,1xitem.shrimpcookedItem@0,harvestcraft:shrimpcookedItem,Cooked Shrimp,false
foodShrimpraw,1xitem.shrimprawItem@0,harvestcraft:shrimprawItem,Raw Shrimp,false
foodSilkentofu,1xitem.silkentofuItem@0,harvestcraft:silkentofuItem,Silken Tofu,false
foodSnailcooked,1xitem.snailcookedItem@0,harvestcraft:snailcookedItem,Cooked Snail,false
foodSnailraw,1xitem.snailrawItem@0,harvestcraft:snailrawItem,Raw Snail,false
foodSnapperraw,1xitem.snapperrawItem@0,harvestcraft:snapperrawItem,Raw Snapper,false
foodSnickersbar,1xitem.snickersbarItem@0,harvestcraft:snickersbarItem,Snickers Bar,false
foodSoftpretzel,1xitem.softpretzelItem@0,harvestcraft:softpretzelItem,Soft Pretzel,false
foodSoftpretzelandmustard,1xitem.softpretzelandmustardItem@0,harvestcraft:softpretzelandmustardItem,Soft Pretzel and Mustard,false
foodSoymilk,1xitem.soymilkItem@0,harvestcraft:soymilkItem,Soy Milk,false
foodSpagetti,1xitem.spagettiItem@0,harvestcraft:spagettiItem,Spagetti,false
foodSpagettiandmeatballs,1xitem.spagettiandmeatballsItem@0,harvestcraft:spagettiandmeatballsItem,Spagetti and Meatballs,false
foodSpicebun,1xitem.spicebunItem@0,harvestcraft:spicebunItem,Spice Bun,false
foodSpicygreens,1xitem.spicygreensItem@0,harvestcraft:spicygreensItem,Spicy Greens,false
foodSpicymustardpork,1xitem.spicymustardporkItem@0,harvestcraft:spicymustardporkItem,Spicy Mustard Pork,false
foodSpidereyesoup,1xitem.spidereyesoupItem@0,harvestcraft:spidereyesoupItem,Spider Eye Soup,false
foodSpinachpie,1xitem.spinachpieItem@0,harvestcraft:spinachpieItem,Spinach Pie,false
foodSplitpeasoup,1xitem.splitpeasoupItem@0,harvestcraft:splitpeasoupItem,Split Pea Soup,false
foodSpringsalad,1xitem.springsaladItem@0,harvestcraft:springsaladItem,Spring Salad,false
foodStarfruitjelly,1xitem.starfruitjellyItem@0,harvestcraft:starfruitjellyItem,Starfruit Jelly,false
foodStarfruitjellysandwich,1xitem.starfruitjellysandwichItem@0,harvestcraft:starfruitjellysandwichItem,Starfruit Jelly Sandwich,false
foodStarfruitjuice,1xitem.starfruitjuiceItem@0,harvestcraft:starfruitjuiceItem,Starfruit Juice,false
foodStarfruitsmoothie,1xitem.starfruitsmoothieItem@0,harvestcraft:starfruitsmoothieItem,Starfruit Smoothie,false
foodStarfruityogurt,1xitem.starfruityogurtItem@0,harvestcraft:starfruityogurtItem,Starfruit Yogurt,false
foodSteamedpeas,1xitem.steamedpeasItem@0,harvestcraft:steamedpeasItem,Steamed Peas,false
foodSteamedspinach,1xitem.steamedspinachItem@0,harvestcraft:steamedspinachItem,Steamed Spinach,false
foodStock,1xitem.stockItem@0,harvestcraft:stockItem,Stock,false
foodStrawberryicecream,1xitem.strawberryicecreamItem@0,harvestcraft:strawberryicecreamItem,Strawberry Ice Cream,false
foodStrawberryjelly,1xitem.strawberryjellyItem@0,harvestcraft:strawberryjellyItem,Strawberry Jelly,false
foodStrawberryjellysandwich,1xitem.strawberryjellysandwichItem@0,harvestcraft:strawberryjellysandwichItem,Strawberry Jelly Sandwich,false
foodStrawberryjuice,1xitem.strawberryjuiceItem@0,harvestcraft:strawberryjuiceItem,Strawberry Juice,false
foodStrawberrypie,1xitem.strawberrypieItem@0,harvestcraft:strawberrypieItem,Strawberry Pie,false
foodStrawberrysalad,1xitem.strawberrysaladItem@0,harvestcraft:strawberrysaladItem,Strawberry Salad,false
foodStrawberrysmoothie,1xitem.strawberrysmoothieItem@0,harvestcraft:strawberrysmoothieItem,Strawberry Smoothie,false
foodStrawberrysoda,1xitem.strawberrysodaItem@0,harvestcraft:strawberrysodaItem,Strawberry Soda,false
foodStrawberryyogurt,1xitem.strawberryyogurtItem@0,harvestcraft:strawberryyogurtItem,Strawberry Yogurt,false
foodStuffedeggplant,1xitem.stuffedeggplantItem@0,harvestcraft:stuffedeggplantItem,Stuffed Eggplant,false
foodStuffedmushroom,1xitem.stuffedmushroomItem@0,harvestcraft:stuffedmushroomItem,Stuffed Mushroom,false
foodStuffedpepper,1xitem.stuffedpepperItem@0,harvestcraft:stuffedpepperItem,Stuffed Pepper,false
foodSummerradishsalad,1xitem.summerradishsaladItem@0,harvestcraft:summerradishsaladItem,Summer Radish Salad,false
foodSummersquashwithradish,1xitem.summersquashwithradishItem@0,harvestcraft:summersquashwithradishItem,Summer Squash with Radish,false
foodSunflowerbroccolisalad,1xitem.sunflowerbroccolisaladItem@0,harvestcraft:sunflowerbroccolisaladItem,Sunflower Broccoli Salad,false
foodSunflowerwheatrolls,1xitem.sunflowerwheatrollsItem@0,harvestcraft:sunflowerwheatrollsItem,Sunflower Wheat Rolls,false
foodSupremepizza,1xitem.supremepizzaItem@0,harvestcraft:supremepizzaItem,Supreme Pizza,false
foodSushi,1xitem.sushiItem@0,harvestcraft:sushiItem,Sushi,false
foodSweetpotatopie,1xitem.sweetpotatopieItem@0,harvestcraft:sweetpotatopieItem,Sweet Potato Pie,false
foodSweetpotatosouffle,1xitem.sweetpotatosouffleItem@0,harvestcraft:sweetpotatosouffleItem,Sweet Potato Souffle,false
foodTaco,1xitem.tacoItem@0,harvestcraft:tacoItem,Taco,false
foodTaffy,1xitem.taffyItem@0,harvestcraft:taffyItem,Taffy,false
foodTea,1xitem.teaItem@0,harvestcraft:teaItem,Cup of Tea,false
foodTilapiaraw,1xitem.tilapiarawItem@0,harvestcraft:tilapiarawItem,Raw Tilapia,false
foodTimtam,1xitem.timtamItem@0,harvestcraft:timtamItem,Tim Tam,false
foodToast,1xitem.toastItem@0,harvestcraft:toastItem,Toast,false
foodToastedcoconut,1xitem.toastedcoconutItem@0,harvestcraft:toastedcoconutItem,Toasted Coconut,false
foodToastsandwich,1xitem.toastsandwichItem@0,harvestcraft:toastsandwichItem,Toast Sandwich,false
foodTomatosoup,1xitem.tomatosoupItem@0,harvestcraft:tomatosoupItem,Tomato Soup,false
foodTortilla,1xitem.tortillaItem@0,harvestcraft:tortillaItem,Tortilla,false
foodTrailmix,1xitem.trailmixItem@0,harvestcraft:trailmixItem,Trail Mix,false
foodTroutraw,1xitem.troutrawItem@0,harvestcraft:troutrawItem,Raw Trout,false
foodTunaraw,1xitem.tunarawItem@0,harvestcraft:tunarawItem,Raw Tuna,false
foodTurnipsoup,1xitem.turnipsoupItem@0,harvestcraft:turnipsoupItem,Turnip Soup,false
foodTurtlecooked,1xitem.turtlecookedItem@0,harvestcraft:turtlecookedItem,Cooked Turtle,false
foodTurtleraw,1xitem.turtlerawItem@0,harvestcraft:turtlerawItem,Raw Turtle,false
foodVanilla,1xitem.vanillaItem@0,harvestcraft:vanillaItem,Vanilla,false
foodVanillaicecream,1xitem.vanillaicecreamItem@0,harvestcraft:vanillaicecreamItem,Vanilla Ice Cream,false
foodVanillayogurt,1xitem.vanillayogurtItem@0,harvestcraft:vanillayogurtItem,Vanilla Yogurt,false
foodVegemite,1xitem.vegemiteItem@0,harvestcraft:vegemiteItem,Vegemite,false
foodVegemiteontoast,1xitem.vegemiteontoastItem@0,harvestcraft:vegemiteontoastItem,Vegemite on Toast,false
foodVegetablesoup,1xitem.vegetablesoupItem@0,harvestcraft:vegetablesoupItem,Vegetable Soup,false
foodVegetarianlettucewrap,1xitem.vegetarianlettucewrapItem@0,harvestcraft:vegetarianlettucewrapItem,Vegetarian Lettuce Wrap,false
foodVeggiestirfry,1xitem.veggiestirfryItem@0,harvestcraft:veggiestirfryItem,Veggie Stirfry,false
foodVinegar,1xitem.vinegarItem@0,harvestcraft:vinegarItem,Vinegar,false
foodWaffles,1xitem.wafflesItem@0,harvestcraft:wafflesItem,Waffles,false
foodWalleyraw,1xitem.walleyerawItem@0,harvestcraft:walleyerawItem,Raw Walleye,false
foodWalnutraisinbread,1xitem.walnutraisinbreadItem@0,harvestcraft:walnutraisinbreadItem,Walnut Raisin Bread,false
foodWatermelonjelly,1xitem.watermelonjellyItem@0,harvestcraft:watermelonjellyItem,Watermelon Jelly,false
foodWatermelonjellysandwich,1xitem.watermelonjellysandwichItem@0,harvestcraft:watermelonjellysandwichItem,Watermelon Jelly Sandwich,false
foodZeppole,1xitem.zeppoleItem@0,harvestcraft:zeppoleItem,Zeppole,false
foodZestyzucchini,1xitem.zestyzucchiniItem@0,harvestcraft:zestyzucchiniItem,Zesty Zucchini,false
foodZombiejerky,1xitem.zombiejerkyItem@0,harvestcraft:zombiejerkyItem,Zombie Jerky,false
foodZucchinibake,1xitem.zucchinibakeItem@0,harvestcraft:zucchinibakeItem,Zucchini Bake,false
foodZucchinibread,1xitem.zucchinibreadItem@0,harvestcraft:zucchinibreadItem,Zucchini Bread,false
foodZucchinifries,1xitem.zucchinifriesItem@0,harvestcraft:zucchinifriesItem,Zucchini Fries,false
foodchorizo,1xitem.chorizoItem@0,harvestcraft:chorizoItem,Chorizo,false
frameAlfium,1xitem.fe.frame.frameAlfium@0,ForestryExtras:item.fe.frame.frameAlfium,Alfium Frame,false
frameAlumite,1xitem.fe.frame.frameAlumite@0,ForestryExtras:item.fe.frame.frameAlumite,Alumite Frame,false
frameArdite,1xitem.fe.frame.frameArdite@0,ForestryExtras:item.fe.frame.frameArdite,Ardite Frame,false
frameBronze,1xitem.fe.frame.frameBronze@0,ForestryExtras:item.fe.frame.frameBronze,Bronze Frame,false
frameCoal,1xitem.fe.frame.frameCoal@0,ForestryExtras:item.fe.frame.frameCoal,Coal Frame,false
frameCobalt,1xitem.fe.frame.frameCobalt@0,ForestryExtras:item.fe.frame.frameCobalt,Cobalt Frame,false
frameCopper,1xitem.fe.frame.frameCopper@0,ForestryExtras:item.fe.frame.frameCopper,Copper Frame,false
frameDiamond,1xitem.fe.frame.frameDiamond@0,ForestryExtras:item.fe.frame.frameDiamond,Diamond Frame,false
frameDraconic,1xitem.fe.frame.frameDraconic@0,ForestryExtras:item.fe.frame.frameDraconic,Draconic Frame,false
frameEmerald,1xitem.fe.frame.frameEmerald@0,ForestryExtras:item.fe.frame.frameEmerald,Emerald Frame,false
frameForestry,1xitem.fe.frame.frameCoal@0,ForestryExtras:item.fe.frame.frameCoal,Coal Frame,false
frameForestry,1xitem.fe.frame.frameIron@0,ForestryExtras:item.fe.frame.frameIron,Iron Frame,false
frameForestry,1xitem.fe.frame.frameGold@0,ForestryExtras:item.fe.frame.frameGold,Gold Frame,false
frameForestry,1xitem.fe.frame.frameDiamond@0,ForestryExtras:item.fe.frame.frameDiamond,Diamond Frame,false
frameForestry,1xitem.fe.frame.frameEmerald@0,ForestryExtras:item.fe.frame.frameEmerald,Emerald Frame,false
frameForestry,1xitem.fe.frame.frameReinforced@0,ForestryExtras:item.fe.frame.frameReinforced,Reinforced Frame,false
frameForestry,1xitem.fe.frame.frameWitheria@0,ForestryExtras:item.fe.frame.frameWitheria,Witheria Frame,false
frameForestry,1xitem.fe.frame.frameDraconic@0,ForestryExtras:item.fe.frame.frameDraconic,Draconic Frame,false
frameForestry,1xitem.fe.frame.frameMutation@0,ForestryExtras:item.fe.frame.frameMutation,Mutation Frame,false
frameForestry,1xitem.fe.frame.frameAlfium@0,ForestryExtras:item.fe.frame.frameAlfium,Alfium Frame,false
frameForestry,1xitem.fe.frame.frameItarius@0,ForestryExtras:item.fe.frame.frameItarius,Itarius Frame,false
frameForestry,1xitem.fe.frame.frameLegendary@0,ForestryExtras:item.fe.frame.frameLegendary,Legendary Frame,false
frameForestry,1xitem.fe.frame.frameAlumite@0,ForestryExtras:item.fe.frame.frameAlumite,Alumite Frame,false
frameForestry,1xitem.fe.frame.frameArdite@0,ForestryExtras:item.fe.frame.frameArdite,Ardite Frame,false
frameForestry,1xitem.fe.frame.frameBronze@0,ForestryExtras:item.fe.frame.frameBronze,Bronze Frame,false
frameForestry,1xitem.fe.frame.frameCobalt@0,ForestryExtras:item.fe.frame.frameCobalt,Cobalt Frame,false
frameForestry,1xitem.fe.frame.frameCopper@0,ForestryExtras:item.fe.frame.frameCopper,Copper Frame,false
frameForestry,1xitem.fe.frame.frameLead@0,ForestryExtras:item.fe.frame.frameLead,Lead Frame,false
frameForestry,1xitem.fe.frame.frameManyullyn@0,ForestryExtras:item.fe.frame.frameManyullyn,Manyullyn Frame,false
frameForestry,1xitem.fe.frame.frameSilver@0,ForestryExtras:item.fe.frame.frameSilver,Silver Frame,false
frameForestry,1xitem.fe.frame.frameSteel@0,ForestryExtras:item.fe.frame.frameSteel,Steel Frame,false
frameForestry,1xitem.fe.frame.frameTin@0,ForestryExtras:item.fe.frame.frameTin,Tin Frame,false
frameForestry,1xitem.fe.frame.frameThaumium@0,ForestryExtras:item.fe.frame.frameThaumium,Thaumium Frame,false
frameForestry,1xitem.fe.frame.frameVoid@0,ForestryExtras:item.fe.frame.frameVoid,Void Frame,false
frameGold,1xitem.fe.frame.frameGold@0,ForestryExtras:item.fe.frame.frameGold,Gold Frame,false
frameIron,1xitem.fe.frame.frameIron@0,ForestryExtras:item.fe.frame.frameIron,Iron Frame,false
frameItarius,1xitem.fe.frame.frameItarius@0,ForestryExtras:item.fe.frame.frameItarius,Itarius Frame,false
frameLead,1xitem.fe.frame.frameLead@0,ForestryExtras:item.fe.frame.frameLead,Lead Frame,false
frameLegendary,1xitem.fe.frame.frameLegendary@0,ForestryExtras:item.fe.frame.frameLegendary,Legendary Frame,false
frameManyullyn,1xitem.fe.frame.frameManyullyn@0,ForestryExtras:item.fe.frame.frameManyullyn,Manyullyn Frame,false
frameMutation,1xitem.fe.frame.frameMutation@0,ForestryExtras:item.fe.frame.frameMutation,Mutation Frame,false
frameReinforced,1xitem.fe.frame.frameReinforced@0,ForestryExtras:item.fe.frame.frameReinforced,Reinforced Frame,false
frameSilver,1xitem.fe.frame.frameSilver@0,ForestryExtras:item.fe.frame.frameSilver,Silver Frame,false
frameSteel,1xitem.fe.frame.frameSteel@0,ForestryExtras:item.fe.frame.frameSteel,Steel Frame,false
frameThaumium,1xitem.fe.frame.frameThaumium@0,ForestryExtras:item.fe.frame.frameThaumium,Thaumium Frame,false
frameTin,1xitem.fe.frame.frameTin@0,ForestryExtras:item.fe.frame.frameTin,Tin Frame,false
frameVoid,1xitem.fe.frame.frameVoid@0,ForestryExtras:item.fe.frame.frameVoid,Void Frame,false
frameWitheria,1xitem.fe.frame.frameWitheria@0,ForestryExtras:item.fe.frame.frameWitheria,Witheria Frame,false
fuelCharcoal,1xitem.coal@1,minecraft:coal,Charcoal,false
fuelCoal,1xitem.coal@0,minecraft:coal,Coal,false
fuelCoke,1xitem.railcraft.fuel.coke@0,Railcraft:fuel.coke,Coal Coke,false
fz.waterBucketLike,1xitem.for.waxCapsuleWater@0,Forestry:waxCapsuleWater,Water Capsule,false
fz.waterBucketLike,1xitem.iguana.tcon.clayBucket.Water@0,IguanaTweaksTConstruct:clayBucketWater,Water Clay Bucket,false
fz.waterBucketLike,1xitem.bucketWater@0,minecraft:water_bucket,Water Bucket,false
fz.waterBucketLike,1xitem.for.canWater@0,Forestry:canWater,Water Can,false
fz.waterBucketLike,1xitem.erebus.bambucketWater@0,erebus:bambucketWater,Water Bambucket,false
fz.waterBucketLike,1xitem.for.refractoryWater@0,Forestry:refractoryWater,Water Capsule,false
gaiaIngot,1xitem.manaResource@14,Botania:manaResource,Gaia Spirit Ingot,false
gearBronze,1xitem.thermalfoundation.material@137,ThermalFoundation:material,Tinker's Alloy Gear,false
gearBronze,1xitem.for.gearBronze@0,Forestry:gearBronze,Bronze Gear,false
gearCopper,1xitem.thermalfoundation.material@128,ThermalFoundation:material,Copper Gear,false
gearCopper,1xitem.for.gearCopper@0,Forestry:gearCopper,Copper Gear,false
gearDiamond,1xitem.diamondGearItem@0,BuildCraft|Core:diamondGearItem,Diamond Gear,false
gearElectrum,1xitem.thermalfoundation.material@135,ThermalFoundation:material,Electrum Gear,false
gearEnderium,1xitem.thermalfoundation.material@140,ThermalFoundation:material,Enderium Gear,false
gearGold,1xitem.goldGearItem@0,BuildCraft|Core:goldGearItem,Gold Gear,false
gearGold,1xitem.thermalfoundation.material@13,ThermalFoundation:material,Gold Gear,false
gearInvar,1xitem.thermalfoundation.material@136,ThermalFoundation:material,Invar Gear,false
gearIron,1xitem.ironGearItem@0,BuildCraft|Core:ironGearItem,Iron Gear,false
gearIron,1xitem.thermalfoundation.material@12,ThermalFoundation:material,Iron Gear,false
gearIron,1xitem.railcraft.part.gear@1,Railcraft:part.gear,Iron Gear,false
gearIron,1xthaumicenergistics.item.material@2,thaumicenergistics:material,Iron Gear,false
gearLead,1xitem.thermalfoundation.material@131,ThermalFoundation:material,Lead Gear,false
gearLumium,1xitem.thermalfoundation.material@139,ThermalFoundation:material,Lumium Gear,false
gearMithril,1xitem.thermalfoundation.material@134,ThermalFoundation:material,Mana Infused Gear,false
gearNickel,1xitem.thermalfoundation.material@132,ThermalFoundation:material,Ferrous Gear,false
gearPlatinum,1xitem.thermalfoundation.material@133,ThermalFoundation:material,Shiny Gear,false
gearSignalum,1xitem.thermalfoundation.material@138,ThermalFoundation:material,Signalum Gear,false
gearSilver,1xitem.thermalfoundation.material@130,ThermalFoundation:material,Silver Gear,false
gearStone,1xitem.stoneGearItem@0,BuildCraft|Core:stoneGearItem,Stone Gear,false
gearStone,1xitem.itemMachinePart@1,EnderIO:itemMachinePart,Basic Gear,false
gearTin,1xitem.thermalfoundation.material@129,ThermalFoundation:material,Tin Gear,false
gearTin,1xitem.for.gearTin@0,Forestry:gearTin,Tin Gear,false
gearWood,1xitem.woodenGearItem@0,BuildCraft|Core:woodenGearItem,Wood Gear,false
gemAmber,1xitem.ItemResource@6,Thaumcraft:ItemResource,Amber,false
gemAmber,1xitem.gems@7,BiomesOPlenty:gems,Amber,false
gemAmber,1xitem.item.modingots@12,RotaryCraft:rotarycraft_item_modingots,Amber Gem,false
gemAmethyst,1xitem.npcAmethyst@0,customnpcs:npcAmethyst,Amethyst,false
gemAmethyst,1xitem.item.modingots@80,RotaryCraft:rotarycraft_item_modingots,Amethyst Gem,false
gemApatite,1xitem.for.apatite@0,Forestry:apatite,Apatite,false
gemApatite,1xitem.item.modingots@19,RotaryCraft:rotarycraft_item_modingots,Apatite Gem,false
gemBlueTopaz,1xitem.item.modingots@60,RotaryCraft:rotarycraft_item_modingots,Blue Topaz Gem,false
gemCalcite,1xitem.RawMaterials@5,ReactorCraft:reactorcraft_item_raw,Calcite Crystal,false
gemCalcite,1xitem.item.modingots@57,RotaryCraft:rotarycraft_item_modingots,Calcite Gem,false
gemChimerite,1xitem.item.modingots@58,RotaryCraft:rotarycraft_item_modingots,Chimerite Gem,false
gemCrystalFlux,1xitem.redstonearsenal.material@96,RedstoneArsenal:material,Flux Crystal,false
gemDecor,1xtile.venus_decor@2,SpaceVenus:venus_decor,Block of Red-Gem,false
gemDiamond,1xitem.diamond@0,minecraft:diamond,Diamond,false
gemDiamond,1xitem.item.modingots@33,RotaryCraft:rotarycraft_item_modingots,Nether Diamond Gem,false
gemDiamond,1xitem.erebus.encrustedDiamond@0,erebus:encrustedDiamond,Encrusted Diamond,false
gemEmerald,1xitem.emerald@0,minecraft:emerald,Emerald,false
gemEmerald,1xitem.item.modingots@34,RotaryCraft:rotarycraft_item_modingots,Nether Emerald Gem,false
gemFluorite,1xitem.Fluorite@0,ReactorCraft:reactorcraft_item_fluorite,Blue Fluorite Crystal,false
gemFluorite,1xitem.Fluorite@1,ReactorCraft:reactorcraft_item_fluorite,Pink Fluorite Crystal,false
gemFluorite,1xitem.Fluorite@2,ReactorCraft:reactorcraft_item_fluorite,Orange Fluorite Crystal,false
gemFluorite,1xitem.Fluorite@3,ReactorCraft:reactorcraft_item_fluorite,Magenta Fluorite Crystal,false
gemFluorite,1xitem.Fluorite@4,ReactorCraft:reactorcraft_item_fluorite,Green Fluorite Crystal,false
gemFluorite,1xitem.Fluorite@5,ReactorCraft:reactorcraft_item_fluorite,Red Fluorite Crystal,false
gemFluorite,1xitem.Fluorite@6,ReactorCraft:reactorcraft_item_fluorite,White Fluorite Crystal,false
gemFluorite,1xitem.Fluorite@7,ReactorCraft:reactorcraft_item_fluorite,Yellow Fluorite Crystal,false
gemFluorite,1xitem.item.modingots@52,RotaryCraft:rotarycraft_item_modingots,Fluorite Gem,false
gemForce,1xitem.item.modingots@27,RotaryCraft:rotarycraft_item_modingots,Force Gem,false
gemJade,1xitem.erebus.materials@1,erebus:materials,Jade,false
gemLapis,1xitem.dyePowder@4,minecraft:dye,Lapis Lazuli,false
gemMagnetite,1xitem.RawMaterials@6,ReactorCraft:reactorcraft_item_raw,Lodestone,false
gemMagnetite,1xitem.item.modingots@65,RotaryCraft:rotarycraft_item_modingots,Magnetite Gem,false
gemMalachite,1xitem.gems@5,BiomesOPlenty:gems,Malachite,false
gemMimichite,1xitem.item.modingots@67,RotaryCraft:rotarycraft_item_modingots,Mimichite Gem,false
gemMoonstone,1xitem.item.modingots@61,RotaryCraft:rotarycraft_item_modingots,Moonstone Gem,false
gemPeridot,1xitem.gems@2,BiomesOPlenty:gems,Peridot,false
gemPeridot,1xitem.item.modingots@23,RotaryCraft:rotarycraft_item_modingots,Peridot Gem,false
gemPeridot,1xitem.item.modingots@74,RotaryCraft:rotarycraft_item_modingots,Nether Peridot Gem,false
gemPeridot,1xitem.projectred.core.part@39,ProjRed|Core:projectred.core.part,Peridot,false
gemQuartz,1xitem.netherquartz@0,minecraft:quartz,Nether Quartz,false
gemRuby,1xitem.gems@1,BiomesOPlenty:gems,Ruby,false
gemRuby,1xitem.npcRuby@0,customnpcs:npcRuby,Ruby,false
gemRuby,1xitem.item.modingots@24,RotaryCraft:rotarycraft_item_modingots,Ruby Gem,false
gemRuby,1xitem.projectred.core.part@37,ProjRed|Core:projectred.core.part,Ruby,false
gemSaphire,1xitem.npcSaphire@0,customnpcs:npcSaphire,Sapphire,false
gemSapphire,1xitem.gems@6,BiomesOPlenty:gems,Sapphire,false
gemSapphire,1xitem.item.modingots@25,RotaryCraft:rotarycraft_item_modingots,Sapphire Gem,false
gemSapphire,1xitem.item.modingots@73,RotaryCraft:rotarycraft_item_modingots,Nether Sapphire Gem,false
gemSapphire,1xitem.projectred.core.part@38,ProjRed|Core:projectred.core.part,Sapphire,false
gemSunstone,1xitem.item.modingots@62,RotaryCraft:rotarycraft_item_modingots,Sunstone Gem,false
gemTanzanite,1xitem.gems@4,BiomesOPlenty:gems,Tanzanite,false
gemTopaz,1xitem.gems@3,BiomesOPlenty:gems,Topaz,false
glass,1xtile.glass@0,minecraft:glass,Glass,false
glass,1xtile.nether.glass@0,Natura:NetherGlass,Soul Glass,false
glass,1xtile.nether.glass@1,Natura:NetherGlass,Heat Glass,false
glass,1xtile.blockFusedQuartz@1,EnderIO:blockFusedQuartz,Quite Clear Glass,false
glassBlack,1xtile.GlassBlock.StainedClear@15,TConstruct:GlassBlock.StainedClear,Black Stained Glass,false
