Name,ID,Has Block,Mod,Class
HardcoreEnderExpansion:enderman_head_block,2456,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:accumulation_table,2457,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:laboratory_stairs,2458,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:enhanced_brewing_stand_block,2459,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockEnhanceableTile
HardcoreEnderExpansion:ravaged_brick_slab,2460,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockSlab
HardcoreEnderExpansion:ravaged_brick_smooth,2461,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:laboratory_floor,2462,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:spooky_leaves,2463,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:energy_extraction_table,2464,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:experience_table,2465,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:instability_orb_ore,2466,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:laser_beam,2467,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:laboratory_obsidian,2468,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:death_flower_pot,2469,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:stardust_ore,2470,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:block_special_effects,2471,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:enhanced_tnt,2472,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockEnhanceableTile
HardcoreEnderExpansion:energy_cluster,2473,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:crossed_decoration,2474,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:spooky_log,2475,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:ender_goo,2476,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:ravaged_brick,2477,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:ravaged_brick_fence,2478,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:end_stone_terrain,2479,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:obsidian_special,2480,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:ravaged_brick_glow,2481,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:transport_beacon,2482,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:igneous_rock_ore,2483,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:corrupted_energy_high,2484,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:sphalerite,2485,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:persegrit,2486,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:temple_end_portal,2487,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:decomposition_table,2488,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:custom_spawner,2489,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:essence_altar,2490,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockEssenceAltar
HardcoreEnderExpansion:ravaged_brick_stairs,2491,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:dungeon_puzzle,2492,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:endium_block,2493,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:endium_ore,2494,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:biome_core,2495,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:void_chest,2496,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:death_flower,2497,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockEndFlower
HardcoreEnderExpansion:obsidian_special_glow,2498,true,HardcoreEnderExpansion,chylex.hee.item.block.ItemBlockWithSubtypes
HardcoreEnderExpansion:end_powder_ore,2499,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:cinder,2500,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
HardcoreEnderExpansion:obsidian_end,2501,true,HardcoreEnderExpansion,net.minecraft.item.ItemBlock
IronChest:BlockIronChest,2502,true,IronChest,cpw.mods.ironchest.ItemIronChest
JABBA:barrel,2503,true,JABBA,net.minecraft.item.ItemBlock
malisisdoors:door_acacia,2504,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:door_birch,2505,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:door_dark_oak,2506,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:door_jungle,2507,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:door_spruce,2508,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:wood_sliding_door,2509,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:iron_sliding_door,2510,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:jail_door,2511,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:laboratory_door,2512,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:factory_door,2513,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:shoji_door,2514,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:curtain,2515,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:player_sensor,2516,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:vanishing_block,2517,true,malisisdoors,net.malisis.doors.item.VanishingBlockItem
malisisdoors:vanishing_block_diamond,2518,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:block_mixer,2519,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:mixed_block,2520,true,malisisdoors,net.malisis.doors.item.MixedBlockBlockItem
malisisdoors:garage_door,2521,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:door_factory,2522,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:null,2523,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:rustyHatch,2524,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:rustyLadder,2525,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:carriage_door,2526,true,malisisdoors,net.minecraft.item.ItemBlock
malisisdoors:forcefieldDoor,2527,true,malisisdoors,net.minecraft.item.ItemBlock
MekanismGenerators:Generator,2528,true,MekanismGenerators,mekanism.generators.common.item.ItemBlockGenerator
MekanismGenerators:Reactor,2529,true,MekanismGenerators,mekanism.generators.common.item.ItemBlockReactor
MekanismGenerators:ReactorGlass,2530,true,MekanismGenerators,mekanism.generators.common.item.ItemBlockReactor
cfm:lampon,2531,true,cfm,net.minecraft.item.ItemBlock
cfm:lampoff,2532,true,cfm,net.minecraft.item.ItemBlock
cfm:coffetablewood,2533,true,cfm,net.minecraft.item.ItemBlock
cfm:coffetablestone,2534,true,cfm,net.minecraft.item.ItemBlock
cfm:tablewood,2535,true,cfm,net.minecraft.item.ItemBlock
cfm:tablestone,2536,true,cfm,net.minecraft.item.ItemBlock
cfm:chairwood,2537,true,cfm,net.minecraft.item.ItemBlock
cfm:chairstone,2538,true,cfm,net.minecraft.item.ItemBlock
cfm:freezer,2539,true,cfm,net.minecraft.item.ItemBlock
cfm:fridge,2540,true,cfm,net.minecraft.item.ItemBlock
cfm:cabinet,2541,true,cfm,net.minecraft.item.ItemBlock
cfm:couch,2542,true,cfm,net.minecraft.item.ItemBlock
cfm:blindon,2543,true,cfm,net.minecraft.item.ItemBlock
cfm:blindoff,2544,true,cfm,net.minecraft.item.ItemBlock
cfm:curtainon,2545,true,cfm,net.minecraft.item.ItemBlock
cfm:curtainoff,2546,true,cfm,net.minecraft.item.ItemBlock
cfm:bedsidecabinet,2547,true,cfm,net.minecraft.item.ItemBlock
cfm:oven,2548,true,cfm,net.minecraft.item.ItemBlock
cfm:ovenoverhead,2549,true,cfm,net.minecraft.item.ItemBlock
cfm:hedge,2550,true,cfm,net.minecraft.item.ItemBlock
cfm:birdbath,2551,true,cfm,net.minecraft.item.ItemBlock
cfm:stonepath,2552,true,cfm,net.minecraft.item.ItemBlock
cfm:whitefence,2553,true,cfm,net.minecraft.item.ItemBlock
cfm:tap,2554,true,cfm,net.minecraft.item.ItemBlock
cfm:mailbox,2555,true,cfm,net.minecraft.item.ItemBlock
cfm:tv,2556,true,cfm,net.minecraft.item.ItemBlock
cfm:computer,2557,true,cfm,net.minecraft.item.ItemBlock
cfm:printer,2558,true,cfm,net.minecraft.item.ItemBlock
cfm:electricfence,2559,true,cfm,net.minecraft.item.ItemBlock
cfm:doorbell,2560,true,cfm,net.minecraft.item.ItemBlock
cfm:firealarmoff,2561,true,cfm,net.minecraft.item.ItemBlock
cfm:firealarmon,2562,true,cfm,net.minecraft.item.ItemBlock
cfm:ceilinglightoff,2563,true,cfm,net.minecraft.item.ItemBlock
cfm:ceilinglighton,2564,true,cfm,net.minecraft.item.ItemBlock
cfm:stereo,2565,true,cfm,net.minecraft.item.ItemBlock
cfm:toilet,2566,true,cfm,net.minecraft.item.ItemBlock
cfm:basin,2567,true,cfm,net.minecraft.item.ItemBlock
cfm:wallcabinet,2568,true,cfm,net.minecraft.item.ItemBlock
cfm:bath1,2569,true,cfm,net.minecraft.item.ItemBlock
cfm:bath2,2570,true,cfm,net.minecraft.item.ItemBlock
cfm:showerbottom,2571,true,cfm,net.minecraft.item.ItemBlock
cfm:showertop,2572,true,cfm,net.minecraft.item.ItemBlock
cfm:showerheadoff,2573,true,cfm,net.minecraft.item.ItemBlock
cfm:showerheadon,2574,true,cfm,net.minecraft.item.ItemBlock
cfm:bin,2575,true,cfm,net.minecraft.item.ItemBlock
cfm:present,2576,true,cfm,net.minecraft.item.ItemBlock
cfm:tree,2577,true,cfm,net.minecraft.item.ItemBlock
cfm:toaster,2578,true,cfm,net.minecraft.item.ItemBlock
cfm:microwave,2579,true,cfm,net.minecraft.item.ItemBlock
cfm:washingmachine,2580,true,cfm,net.minecraft.item.ItemBlock
cfm:cookiejar,2581,true,cfm,net.minecraft.item.ItemBlock
cfm:blender,2582,true,cfm,net.minecraft.item.ItemBlock
cfm:plate,2583,true,cfm,net.minecraft.item.ItemBlock
cfm:cup,2584,true,cfm,net.minecraft.item.ItemBlock
cfm:counterdoored,2585,true,cfm,net.minecraft.item.ItemBlock
cfm:countersink,2586,true,cfm,net.minecraft.item.ItemBlock
cfm:dishwasher,2587,true,cfm,net.minecraft.item.ItemBlock
cfm:kitchencabinet,2588,true,cfm,net.minecraft.item.ItemBlock
cfm:choppingboard,2589,true,cfm,net.minecraft.item.ItemBlock
cfm:barstool,2590,true,cfm,net.minecraft.item.ItemBlock
cfm:hey,2591,true,cfm,net.minecraft.item.ItemBlock
cfm:nyan,2592,true,cfm,net.minecraft.item.ItemBlock
cfm:pattern,2593,true,cfm,net.minecraft.item.ItemBlock
cfm:yellowGlow,2594,true,cfm,net.minecraft.item.ItemBlock
cfm:whiteGlass,2595,true,cfm,net.minecraft.item.ItemBlock
NetherOres:tile.netherores.ore.0,2596,true,NetherOres,powercrystals.netherores.ores.ItemBlockNetherOre
NetherOres:tile.netherores.ore.1,2597,true,NetherOres,powercrystals.netherores.ores.ItemBlockNetherOre
NetherOres:netherOresBlockHellfish,2598,true,null,net.minecraft.item.ItemBlock
OpenBlocks:ladder,2599,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:guide,2600,true,OpenBlocks,openblocks.common.item.ItemGuide
OpenBlocks:elevator,2601,true,OpenBlocks,openblocks.common.item.ItemElevator
OpenBlocks:heal,2602,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:target,2603,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:grave,2604,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:flag,2605,true,OpenBlocks,openblocks.common.item.ItemFlagBlock
OpenBlocks:tank,2606,true,OpenBlocks,openblocks.common.item.ItemTankBlock
OpenBlocks:trophy,2607,true,OpenBlocks,openblocks.common.item.ItemTrophyBlock
OpenBlocks:beartrap,2608,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:sprinkler,2609,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:cannon,2610,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:vacuumhopper,2611,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:sponge,2612,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:bigbutton,2613,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:imaginary,2614,true,OpenBlocks,openblocks.common.item.ItemImaginary
OpenBlocks:fan,2615,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:xpbottler,2616,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:village_highlighter,2617,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:path,2618,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:autoanvil,2619,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:autoenchantmenttable,2620,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:xpdrain,2621,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:blockbreaker,2622,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:blockPlacer,2623,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:itemDropper,2624,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:ropeladder,2625,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:donationStation,2626,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:paintmixer,2627,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:canvas,2628,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:paintcan,2629,true,OpenBlocks,openblocks.common.item.ItemPaintCan
OpenBlocks:canvasglass,2630,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:projector,2631,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:drawingtable,2632,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:sky,2633,true,OpenBlocks,openblocks.common.item.ItemSkyBlock
OpenBlocks:xpshower,2634,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:goldenegg,2635,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenBlocks:scaffolding,2636,true,OpenBlocks,openmods.item.ItemOpenBlock
OpenPeripheral:peripheralproxy,2637,true,OpenPeripheral,openmods.item.ItemOpenBlock
OpenPeripheral:glassesbridge,2638,true,OpenPeripheral,openperipheral.addons.glasses.ItemGlassesBridge
OpenPeripheral:pim,2639,true,OpenPeripheral,openmods.item.ItemOpenBlock
OpenPeripheral:sensor,2640,true,OpenPeripheral,openmods.item.ItemOpenBlock
OpenPeripheral:selector,2641,true,OpenPeripheral,openmods.item.ItemOpenBlock
OpenPeripheral:ticketmachine,2642,true,OpenPeripheral,openmods.item.ItemOpenBlock
harvestcraft:cuttingboard,2643,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pot,2644,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:beehive,2645,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:apiary,2646,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:presser,2647,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:sink,2648,true,harvestcraft,com.pam.harvestcraft.ItemPamSink
harvestcraft:salt,2649,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:spamcompressedsaltBlockalt,2650,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:market,2651,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:oven,2652,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:ovenon,2653,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:berrygarden,2654,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:desertgarden,2655,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:grassgarden,2656,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:gourdgarden,2657,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:groundgarden,2658,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:herbgarden,2659,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:leafygarden,2660,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:mushroomgarden,2661,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:stalkgarden,2662,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:textilegarden,2663,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:tropicalgarden,2664,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:watergarden,2665,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamApple,2666,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamappleSapling,2667,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamAlmond,2668,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamalmondSapling,2669,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamApricot,2670,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamapricotSapling,2671,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamAvocado,2672,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamavocadoSapling,2673,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamBanana,2674,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambananaSapling,2675,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamCashew,2676,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcashewSapling,2677,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamCherry,2678,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcherrySapling,2679,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamChestnut,2680,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamchestnutSapling,2681,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamCinnamon,2682,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcinnamonSapling,2683,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamCoconut,2684,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcoconutSapling,2685,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamDate,2686,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamdateSapling,2687,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamDragonfruit,2688,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamdragonfruitSapling,2689,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamDurian,2690,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamdurianSapling,2691,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamFig,2692,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamfigSapling,2693,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamGrapefruit,2694,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamgrapefruitSapling,2695,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamLemon,2696,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamlemonSapling,2697,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamLime,2698,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamlimeSapling,2699,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamMaple,2700,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pammapleSapling,2701,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamMango,2702,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pammangoSapling,2703,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamNutmeg,2704,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamnutmegSapling,2705,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamOlive,2706,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamoliveSapling,2707,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamOrange,2708,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamorangeSapling,2709,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPapaya,2710,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampapayaSapling,2711,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPaperbark,2712,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampaperbarkSapling,2713,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPeach,2714,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampeachSapling,2715,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPear,2716,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampearSapling,2717,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPecan,2718,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampecanSapling,2719,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPeppercorn,2720,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampeppercornSapling,2721,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPersimmon,2722,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampersimmonSapling,2723,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPistachio,2724,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampistachioSapling,2725,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPlum,2726,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamplumSapling,2727,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamPomegranate,2728,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampomegranateSapling,2729,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamStarfruit,2730,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamstarfruitSapling,2731,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamVanillabean,2732,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamvanillabeanSapling,2733,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamWalnut,2734,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamwalnutSapling,2735,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamblackberryCrop,2736,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamblueberryCrop,2737,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcandleberryCrop,2738,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamraspberryCrop,2739,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamstrawberryCrop,2740,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcactusfruitCrop,2741,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamasparagusCrop,2742,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambarleyCrop,2743,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamoatsCrop,2744,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamryeCrop,2745,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcornCrop,2746,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambambooshootCrop,2747,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcantaloupeCrop,2748,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcucumberCrop,2749,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamwintersquashCrop,2750,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamzucchiniCrop,2751,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambeetCrop,2752,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamonionCrop,2753,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamparsnipCrop,2754,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pampeanutCrop,2755,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamradishCrop,2756,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamrutabagaCrop,2757,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamsweetpotatoCrop,2758,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamturnipCrop,2759,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamrhubarbCrop,2760,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamceleryCrop,2761,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamgarlicCrop,2762,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamgingerCrop,2763,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamspiceleafCrop,2764,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamtealeafCrop,2765,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcoffeebeanCrop,2766,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pammustardseedsCrop,2767,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambroccoliCrop,2768,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcauliflowerCrop,2769,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamleekCrop,2770,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamlettuceCrop,2771,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamscallionCrop,2772,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamartichokeCrop,2773,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pambrusselsproutCrop,2774,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamcabbageCrop,2775,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamspinachCrop,2776,true,harvestcraft,net.minecraft.item.ItemBlock
harvestcraft:pamwhitemushroomCrop,2777,true,harvestcraft,net.minecraft.item.ItemBlock
